2026-04-02 16:23:58.007 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2026-04-02 21:50:47.245 [http-nio-7070-exec-3] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@2072622a
2026-04-02 21:50:47.247 [http-nio-7070-exec-3] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-04-02 21:51:26.984 [http-nio-7070-exec-4] INFO  o.a.tomcat.util.http.parser.Cookie - A cookie header was received [ECS[visit_times]=2;] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2026-04-02 21:52:02.969 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2026-04-02 21:52:02.976 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2026-04-02 21:52:05.919 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-04-02 21:52:05.927 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-04-02 21:52:12.418 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2026-04-02 21:52:12.462 [main] INFO  com.example.ServerApplication - Starting ServerApplication using Java 22.0.2 with PID 30744 (D:\code\java_project\CangQiong Takeout\CangqiongTakeout\Server\target\classes started by liang in D:\code\java_project\CangQiong Takeout\CangqiongTakeout\parent)
2026-04-02 21:52:12.463 [main] INFO  com.example.ServerApplication - No active profile set, falling back to 1 default profile: "default"
2026-04-02 21:52:13.275 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-04-02 21:52:13.277 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-04-02 21:52:13.314 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 22 ms. Found 0 Redis repository interfaces.
2026-04-02 21:52:14.237 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 7070 (http)
2026-04-02 21:52:14.253 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7070"]
2026-04-02 21:52:14.255 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-04-02 21:52:14.255 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.48]
2026-04-02 21:52:14.376 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-04-02 21:52:14.376 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1871 ms
2026-04-02 21:52:15.273 [main] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
2026-04-02 21:52:15.284 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLogger - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2026-04-02 22:02:11.095 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2026-04-02 22:02:11.159 [main] INFO  com.example.ServerApplication - Starting ServerApplication using Java 22.0.2 with PID 7272 (D:\code\java_project\CangQiong Takeout\CangqiongTakeout\Server\target\classes started by liang in D:\code\java_project\CangQiong Takeout\CangqiongTakeout\parent)
2026-04-02 22:02:11.161 [main] INFO  com.example.ServerApplication - No active profile set, falling back to 1 default profile: "default"
2026-04-02 22:02:12.154 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-04-02 22:02:12.158 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-04-02 22:02:12.203 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 24 ms. Found 0 Redis repository interfaces.
2026-04-02 22:02:13.276 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 7070 (http)
2026-04-02 22:02:13.294 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7070"]
2026-04-02 22:02:13.296 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-04-02 22:02:13.296 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.48]
2026-04-02 22:02:13.414 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-04-02 22:02:13.416 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2194 ms
2026-04-02 22:02:14.557 [main] INFO  o.a.r.s.a.RocketMQAutoConfiguration - a producer (order-create-producer-group) init on namesrv 127.0.0.1:9876
2026-04-02 22:02:14.846 [main] INFO  o.a.r.s.s.RocketMQMessageListenerContainerRegistrar - Register the listener to container, listenerBeanName:orderCreateConsumer, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_1
2026-04-02 22:02:14.854 [main] INFO  o.a.r.s.s.RocketMQMessageListenerContainerRegistrar - Register the listener to container, listenerBeanName:orderCreateDeadLetterConsumer, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_2
2026-04-02 22:02:15.634 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7070"]
2026-04-02 22:02:15.647 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 7070 (http) with context path '/'
2026-04-02 22:02:15.878 [main] INFO  o.a.r.s.s.DefaultRocketMQListenerContainer - running container: DefaultRocketMQListenerContainer{consumerGroup='order-create-consumer-group', namespace='', namespaceV2='', nameServer='127.0.0.1:9876', topic='order-create-topic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING', tlsEnable=false, instanceName=DEFAULT}
2026-04-02 22:02:15.913 [main] INFO  o.a.r.s.s.DefaultRocketMQListenerContainer - running container: DefaultRocketMQListenerContainer{consumerGroup='order-create-dead-letter-consumer-group', namespace='', namespaceV2='', nameServer='127.0.0.1:9876', topic='order-create-dead-letter-topic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING', tlsEnable=false, instanceName=DEFAULT}
2026-04-02 22:02:15.927 [main] INFO  com.example.ServerApplication - Started ServerApplication in 5.48 seconds (process running for 6.738)
2026-04-02 22:02:27.156 [http-nio-7070-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-04-02 22:02:27.157 [http-nio-7070-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-04-02 22:02:27.158 [http-nio-7070-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2026-04-02 22:02:30.335 [http-nio-7070-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-04-02 22:02:30.951 [http-nio-7070-exec-2] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@6ff2121a
2026-04-02 22:02:30.954 [http-nio-7070-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-04-02 22:03:02.237 [http-nio-7070-exec-1] INFO  o.a.tomcat.util.http.parser.Cookie - A cookie header was received [ECS[visit_times]=2;] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2026-04-02 22:03:19.392 [http-nio-7070-exec-5] INFO  c.e.mq.producer.OrderCreateProducer - 订单创建消息发送成功, orderNumber=17751385947563555, userId=4, retryCount=0
2026-04-02 22:03:40.754 [ConsumeMessageThread_order-create-consumer-group_1] INFO  c.e.mq.consumer.OrderCreateConsumer - 收到订单创建消息, orderNumber=17751385947563555, userId=4, retryCount=0
2026-04-02 23:00:10.312 [http-nio-7070-exec-9] INFO  c.e.s.i.MenuCacheInvalidationServiceImpl - 菜单缓存删除完成, reason=dish-update:57, delayed=false, dishCategoryIds=[19], setmealCategoryIds=[]
2026-04-02 23:00:10.832 [cache-invalidation-1] INFO  c.e.s.i.MenuCacheInvalidationServiceImpl - 菜单缓存删除完成, reason=dish-update:57, delayed=true, dishCategoryIds=[19], setmealCategoryIds=[]
2026-04-02 23:08:43.306 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2026-04-02 23:08:43.320 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2026-04-02 23:08:43.365 [SpringApplicationShutdownHook] INFO  o.a.r.s.s.DefaultRocketMQListenerContainer - container destroyed, DefaultRocketMQListenerContainer{consumerGroup='order-create-dead-letter-consumer-group', namespace='', namespaceV2='', nameServer='127.0.0.1:9876', topic='order-create-dead-letter-topic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING', tlsEnable=false, instanceName=DEFAULT}
2026-04-02 23:08:43.365 [SpringApplicationShutdownHook] INFO  o.a.r.s.s.DefaultRocketMQListenerContainer - container destroyed, DefaultRocketMQListenerContainer{consumerGroup='order-create-consumer-group', namespace='', namespaceV2='', nameServer='127.0.0.1:9876', topic='order-create-topic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING', tlsEnable=false, instanceName=DEFAULT}
2026-04-02 23:08:43.403 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-04-02 23:08:43.413 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-04-02 23:08:57.849 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2026-04-02 23:08:57.940 [main] INFO  com.example.ServerApplication - Starting ServerApplication using Java 22.0.2 with PID 32328 (D:\code\java_project\CangQiong Takeout\CangqiongTakeout\Server\target\classes started by liang in D:\code\java_project\CangQiong Takeout\CangqiongTakeout\parent)
2026-04-02 23:08:57.942 [main] INFO  com.example.ServerApplication - No active profile set, falling back to 1 default profile: "default"
2026-04-02 23:08:59.228 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-04-02 23:08:59.234 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-04-02 23:08:59.316 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 46 ms. Found 0 Redis repository interfaces.
2026-04-02 23:09:00.852 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 7070 (http)
2026-04-02 23:09:00.873 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7070"]
2026-04-02 23:09:00.875 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-04-02 23:09:00.876 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.48]
2026-04-02 23:09:01.014 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-04-02 23:09:01.014 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3003 ms
2026-04-02 23:09:02.844 [main] INFO  o.a.r.s.a.RocketMQAutoConfiguration - a producer (order-create-producer-group) init on namesrv 127.0.0.1:9876
2026-04-02 23:09:03.283 [main] INFO  o.a.r.s.s.RocketMQMessageListenerContainerRegistrar - Register the listener to container, listenerBeanName:orderCreateConsumer, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_1
2026-04-02 23:09:03.293 [main] INFO  o.a.r.s.s.RocketMQMessageListenerContainerRegistrar - Register the listener to container, listenerBeanName:orderCreateDeadLetterConsumer, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_2
2026-04-02 23:09:04.462 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7070"]
2026-04-02 23:09:04.482 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 7070 (http) with context path '/'
2026-04-02 23:09:04.772 [main] INFO  o.a.r.s.s.DefaultRocketMQListenerContainer - running container: DefaultRocketMQListenerContainer{consumerGroup='order-create-consumer-group', namespace='', namespaceV2='', nameServer='127.0.0.1:9876', topic='order-create-topic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING', tlsEnable=false, instanceName=DEFAULT}
2026-04-02 23:09:04.814 [main] INFO  o.a.r.s.s.DefaultRocketMQListenerContainer - running container: DefaultRocketMQListenerContainer{consumerGroup='order-create-dead-letter-consumer-group', namespace='', namespaceV2='', nameServer='127.0.0.1:9876', topic='order-create-dead-letter-topic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING', tlsEnable=false, instanceName=DEFAULT}
2026-04-02 23:09:04.827 [main] INFO  com.example.ServerApplication - Started ServerApplication in 8.064 seconds (process running for 10.035)
2026-04-02 23:09:05.384 [http-nio-7070-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-04-02 23:09:05.384 [http-nio-7070-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-04-02 23:09:05.385 [http-nio-7070-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2026-04-02 23:09:18.609 [http-nio-7070-exec-4] INFO  o.a.tomcat.util.http.parser.Cookie - A cookie header was received [ECS[visit_times]=2;] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2026-04-02 23:09:18.609 [http-nio-7070-exec-3] INFO  o.a.tomcat.util.http.parser.Cookie - A cookie header was received [ECS[visit_times]=2;] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2026-04-02 23:09:18.659 [http-nio-7070-exec-3] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-04-02 23:09:19.478 [http-nio-7070-exec-3] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@5a10eb2e
2026-04-02 23:09:19.481 [http-nio-7070-exec-3] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-04-02 23:09:26.597 [http-nio-7070-exec-5] INFO  c.e.s.i.MenuCacheInvalidationServiceImpl - 菜单缓存删除完成, reason=dish-update:63, delayed=false, dishCategoryIds=[17], setmealCategoryIds=[]
2026-04-02 23:09:27.106 [cache-invalidation-1] INFO  c.e.s.i.MenuCacheInvalidationServiceImpl - 菜单缓存删除完成, reason=dish-update:63, delayed=true, dishCategoryIds=[17], setmealCategoryIds=[]
